mean,Shape_Leng,shapeGroup,shapeType,shapeID,Shape_Area,Level,shapeName,system:index
0.02458432025729868,1.7469864252,KEN,ADM2,KEN-ADM2-3690345B56101260,0.0408293109314,ADM2,Ainabkoi,00000000000000000000
0.027296413492299648,0.91730661057,KEN,ADM2,KEN-ADM2-3690345B87011697,0.0199566503878,ADM2,Ainamoi,00000000000000000001
0.02836518677939999,1.4026373551,KEN,ADM2,KEN-ADM2-3690345B66326805,0.0379999869223,ADM2,Aldai,00000000000000000002
0.03167865338650311,1.08135431882,KEN,ADM2,KEN-ADM2-3690345B40354507,0.0493573143102,ADM2,Alego Usonga,00000000000000000003
0.029915629074040943,0.743914964908,KEN,ADM2,KEN-ADM2-3690345B85995800,0.0213654705587,ADM2,Awendo,00000000000000000004
0.025632839776135116,0.797055288104,KEN,ADM2,KEN-ADM2-3690345B44725380,0.0242341556651,ADM2,Bahati,00000000000000000005
0.029719805966295698,3.9371610002,KEN,ADM2,KEN-ADM2-3690345B27724194,0.39324541533,ADM2,Balambala,00000000000000000006
0.028553701783329832,2.7993682697,KEN,ADM2,KEN-ADM2-3690345B79718155,0.247446126416,ADM2,Banissa,00000000000000000007
0.027495707467955953,1.33254129891,KEN,ADM2,KEN-ADM2-3690345B17008822,0.0537580755686,ADM2,Baringo Central,00000000000000000008
0.02831066922073091,1.7185920354,KEN,ADM2,KEN-ADM2-3690345B12399496,0.132740713223,ADM2,Baringo North,00000000000000000009
0.028308976819943845,2.61185421842,KEN,ADM2,KEN-ADM2-3690345B67136277,0.148415380937,ADM2,Baringo South,0000000000000000000a
0.026528699863954862,1.43485440469,KEN,ADM2,KEN-ADM2-3690345B96204901,0.0310939949348,ADM2,Belgut,0000000000000000000b
0.027964633171691632,0.682055658346,KEN,ADM2,KEN-ADM2-3690345B3857870,0.0195284354115,ADM2,Bobasi,0000000000000000000c
